Sn,Task Name,Activity Type,Planned Start,Planned Finish
7861,MISC CHAIN PULLEY BLOCKS (PGMA-99099),SUP,2023-10-21,2025-07-28
7862,Ordering & Engineering,ENG,2023-10-21,2024-10-15
7863,Manufacturing,MFG,2024-10-16,2025-07-28
7864,Dispatch,DIS,2025-04-30,2025-05-29
7865,FAN HANDLING EQUIPMENT (PGMA-99100),SUP,2023-07-23,2025-02-27
7866,Ordering & Engineering,ENG,2023-07-23,2024-04-17
7867,Manufacturing,MFG,2024-04-18,2025-01-28
7868,Dispatch,DIS,2025-01-29,2025-02-27
7869,CIR PUMP / FEED PUMP HANDLING EQUIPMENT (PGMA-99300),SUP,2023-05-24,2024-12-26
7870,Ordering & Engineering,ENG,2023-05-24,2024-02-17
7871,Manufacturing,MFG,2024-02-18,2024-11-26
7872,Dispatch,DIS,2024-11-27,2024-12-26
7873,AIRHEATER STEAMCOIL AIRHEATER HANDLG E (PGMA-99400),SUP,2023-07-23,2025-02-27
7874,Ordering & Engineering,ENG,2023-07-23,2024-04-17
7875,Manufacturing,MFG,2024-04-18,2025-01-28
7876,Dispatch,DIS,2025-01-29,2025-02-27
7877,FURNACE CRADLE -WALL COVERAGE ELECTR (PGMA-99512),SUP,2023-07-23,2025-02-27
7878,Ordering & Engineering,ENG,2023-07-23,2024-04-17
7879,Manufacturing,MFG,2024-04-18,2025-01-28
7880,Dispatch,DIS,2025-01-29,2025-02-27
7881,FO SYSTEM HANDLING EQUIPMENT (PGMA-99600),SUP,2023-07-23,2025-02-27
7882,Ordering & Engineering,ENG,2023-07-23,2024-04-17
7883,Manufacturing,MFG,2024-04-18,2025-01-28
7884,Dispatch,DIS,2025-01-29,2025-02-27
7885,BOI-PEM - CHAIN PULLEY BLOCK ,SUP,2023-12-05,2025-01-27
7886,Ordering,ORD,2023-12-05,2024-03-03
7887,Detailed Engineering,ENG,2024-03-04,2024-07-31
7888,Manufacturing,MFG,2024-08-01,2024-12-28
7889,Dispatch,DIS,2024-12-29,2025-01-27
7890,BOI-PEM - ELECTRIC HOIST ,SUP,2023-12-01,2025-01-23
7891,Ordering,ORD,2023-12-01,2024-02-28
7892,Detailed Engineering,ENG,2024-02-29,2024-07-27
7893,Manufacturing,MFG,2024-07-28,2024-12-24
7894,Dispatch,DIS,2024-12-25,2025-01-23
7895,BOI-PEM - D/G EOT CRANE (UPTO 100 T) ,SUP,2023-05-15,2024-07-07
7896,Ordering,ORD,2023-05-15,2023-08-12
7897,Detailed Engineering,ENG,2023-08-13,2024-01-09
7898,Manufacturing,MFG,2024-01-10,2024-06-07
7899,Dispatch,DIS,2024-06-08,2024-07-07
7900,BOI-PEM - Single Girder EOT / HOT Misc. Cranes ,SUP,2023-11-11,2025-01-03
7901,Ordering,ORD,2023-11-11,2024-02-08
7902,Detailed Engineering,ENG,2024-02-09,2024-07-07
7903,Manufacturing,MFG,2024-07-08,2024-12-04
7904,Dispatch,DIS,2024-12-05,2025-01-03
7905,Erection,ERC,2025-05-30,2026-06-03
7906,E&C of Lifting equipments,ERC,2025-05-30,2026-06-03
7907,Misc. Building,OTH,2023-01-05,2025-07-03
7908,NON PLANT Building,OTH,2023-01-05,2025-07-03
7909, Rel of Dwg for Administration Building,PE - RFC,2024-01-10,2024-01-10
7910, Rel of Dwg for Construction office,PE - RFC,2023-01-05,2023-01-05
7911, Rel of Dwg for Canteen Building,PE - RFC,2024-08-27,2024-08-27
7912, Rel of Dwg for O&M Workshop Building,PE - RFC,2024-07-08,2024-07-08
7913, Rel of Dwg for Gate Complex along with CISF Building,PE - RFC,2023-06-04,2023-06-04
7914, Rel of Dwg for Fire station building with Drill Tower,PE - RFC,2023-11-11,2023-11-11
7915, Rel of Dwg for CHP office cum Workshop Building,PE - RFC,2023-07-24,2023-07-24
7916, Rel of Dwg for Dozer Shed,PE - RFC,2025-03-15,2025-03-15
7917,Gate Complex along with CISF Building,CIV,2024-01-16,2024-09-20
7918, TIME OFFICE & SECURITY OFFICE: EXCAVATION,CIV,2024-01-16,2024-01-30
7919, TIME OFFICE & SECURITY OFFICE:RCC in substructure including PCC,CIV,2024-01-31,2024-02-19
7920, TIME OFFICE & SECURITY OFFICE: RCC in superstructure,CIV,2024-02-20,2024-04-19
7921, TIME OFFICE & SECURITY OFFICE: Brick Work & Plastering,CIV,2024-05-04,2024-06-17
7922, TIME OFFICE & SECURITY OFFICE: Flooring,CIV,2024-06-18,2024-07-07
7923, TIME OFFICE & SECURITY OFFICE: Backfilling,CIV,2024-07-08,2024-07-22
7924, TIME OFFICE & SECURITY OFFICE: Finishing works,CIV,2024-07-23,2024-09-20
7925,Construction office,CIV,2023-01-06,2023-06-23
7926,EXCAVATION,CIV,2023-01-06,2023-01-20
7927,RCC in substructure including PCC,CIV,2023-01-21,2023-02-04
7928,RCC in superstructure,CIV,2023-02-05,2023-03-06
7929,Brick Work & Plastering,CIV,2023-03-21,2023-04-19
7930,Flooring,CIV,2023-04-20,2023-05-04
7931,Backfilling,CIV,2023-05-05,2023-05-14
7932,Finishing works,CIV,2023-05-15,2023-06-23
7933, CANTEEN BUILDING,CIV,2024-09-02,2025-07-03
7934,   EXCAVATION,CIV,2024-09-02,2024-09-21
7935,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16
7936,   RCC in superstructure,CIV,2024-10-17,2025-01-14
7937,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10
7938,   Flooring,CIV,2025-03-11,2025-04-04
7939,   Backfilling,CIV,2025-04-05,2025-04-19
7940,   Finishing works,CIV,2025-04-20,2025-07-03
7941,Fire Station building and Drill Tower,CIV,2024-09-02,2025-07-03
7942,   EXCAVATION,CIV,2024-09-02,2024-09-21
7943,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16
7944,   RCC in superstructure,CIV,2024-10-17,2025-01-14
7945,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10
7946,   Flooring,CIV,2025-03-11,2025-04-04
7947,   Backfilling,CIV,2025-04-05,2025-04-19
7948,   Finishing works,CIV,2025-04-20,2025-07-03
7949,FQA Lab building,CIV,2024-09-02,2025-07-03
7950,   EXCAVATION,CIV,2024-09-02,2024-09-21
7951,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16
7952,   RCC in superstructure,CIV,2024-10-17,2025-01-14
7953,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10
7954,   Flooring,CIV,2025-03-11,2025-04-04
7955,   Backfilling,CIV,2025-04-05,2025-04-19
7956,   Finishing works,CIV,2025-04-20,2025-07-03
7957,CHP office cum Workshop Building,CIV,2024-09-02,2025-07-03
7958,   EXCAVATION,CIV,2024-09-02,2024-09-21
7959,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16
7960,   RCC in superstructure,CIV,2024-10-17,2025-01-14
7961,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10
7962,   Flooring,CIV,2025-03-11,2025-04-04
7963,   Backfilling,CIV,2025-04-05,2025-04-19
7964,   Finishing works,CIV,2025-04-20,2025-07-03
7965,Administration Building,CIV,2024-09-02,2025-07-03
7966,   EXCAVATION,CIV,2024-09-02,2024-09-21
7967,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16
7968,   RCC in superstructure,CIV,2024-10-17,2025-01-14
7969,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10
7970,   Flooring,CIV,2025-03-11,2025-04-04
7971,   Backfilling,CIV,2025-04-05,2025-04-19
7972,   Finishing works,CIV,2025-04-20,2025-07-03
7973,O&M Workshop Building,CIV,2024-09-02,2025-07-03
7974,   EXCAVATION,CIV,2024-09-02,2024-09-21
7975,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16
7976,   RCC in superstructure,CIV,2024-10-17,2025-01-14
7977,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10
7978,   Flooring,CIV,2025-03-11,2025-04-04
7979,   Backfilling,CIV,2025-04-05,2025-04-19
7980,   Finishing works,CIV,2025-04-20,2025-07-03
7981,1.4 MWp Solar Rooftop Pkg,OTH,2024-02-19,2026-06-21
7982,Engineering,ENG,2024-02-19,2024-06-27
7983,Submission of quality plan,ENG,2024-02-19,2024-03-09
7984,Submission of field quality plan,ENG,2024-03-10,2024-03-29
7985,Subcontracting & Vendor List Approval,ENG,2024-03-30,2024-04-28
7986,Drawing Submission from BHEL,ENG,2024-04-29,2024-05-13
7987,Drawing Approval from customer,ENG,2024-05-14,2024-06-27
7988,Procurement  Manufacturing & Dispatch,MFG,2024-06-28,2026-02-09
7989,Sub-tendering for SPV Modules,OTH,2024-06-28,2024-08-11
7990,Placement of Order on SPV modules OEM,OTH,2024-08-12,2024-08-18
7991,Manufacturing of SPV Modules,MFG,2024-08-19,2024-10-17
7992,Inspection of SPV Modules,MFG,2024-10-18,2024-11-01
7993,Dispatch of SPV modules,DIS,2024-11-02,2024-12-01
7994,Procurement of Inverters,PRC,2024-12-02,2025-01-15
7995,Dispatch of Inverters,DIS,2025-01-16,2025-03-16
7996,Procurement of MMS,PRC,2025-03-17,2025-05-15
7997,Inspection &Dispatch,DIS,2025-05-16,2025-07-14
7998,Procurement of Transformers,PRC,2025-07-15,2025-09-12
7999,Inspection &Dispatch,DIS,2025-09-13,2025-10-27
8000,Procurement of BOS,PRC,2025-10-28,2025-12-26
8001,Dispatch of BOS,DIS,2025-12-27,2026-02-09
8002,Site Mobilisation,OTH,2024-04-06,2024-04-20
8003,Erection & Commissioning,OTH,2025-01-15,2026-06-21
8004,Civil Work - Structures & buildings,CIV,2025-01-15,2025-04-14
8005,Civil Work -Others,CIV,2025-01-15,2025-04-14
8006,415V/11 kV Substation Erection,ERC,2025-11-02,2025-12-31
8007,Steel Structures Erection,ERC,2025-11-02,2026-03-01
8008,Modules Laying,ERC,2026-01-16,2026-05-05
8009,Cable Laying,ERC,2026-01-16,2026-05-05
8010,Inverters Erection,ERC,2026-01-16,2026-02-14
8011,BOS Erection,ERC,2026-01-16,2026-05-15
8012,Commissioning,COM,2026-05-16,2026-06-14
8013,Synchronisation,ERC,2026-06-15,2026-06-21
8014,Aux Boiler,OTH,2023-04-29,2025-11-14
8015,Engineering (LO  GA and P&ID),ENG,2023-04-29,2023-10-25
8016,Foundation Materials and Structure,CIV,2023-10-26,2024-10-19
8017,Release of MIs,ENG,2023-10-26,2023-12-24
8018,Engineering Documents,ENG,2023-10-26,2024-01-03
8019,Release of Purchase Orders,PRC,2023-12-25,2024-02-22
8020,Receipt of material at HPVP,OTH,2024-02-23,2024-06-01
8021,Fabrication,OTH,2024-06-02,2024-09-29
8022,Dispatches,DIS,2024-08-21,2024-10-19
8023,Boiler Drums  PG 04,OTH,2024-01-04,2025-07-31
8024,Release of MIs,ENG,2024-01-04,2024-03-18
8025,Engineering Documents,ENG,2024-03-19,2024-04-17
8026,Release of Purchase Orders,PRC,2024-03-19,2024-05-17
8027,Receipt of material at HPVP,OTH,2024-05-18,2024-09-14
8028,Shop Fabrication,OTH,2024-09-15,2025-05-22
8029,Dispatches,DIS,2025-05-23,2025-07-31
8030,Pressure Parts  PG 06 07 08 09 10 11 12 19,OTH,2024-02-03,2025-09-25
8031,Release of MIs,ENG,2024-02-03,2024-04-17
8032,Engineering Documents,ENG,2024-04-18,2024-05-17
8033,Release of Purchase Orders,PRC,2024-04-18,2024-06-16
8034,Receipt of material at HPVP,OTH,2024-06-17,2024-10-14
8035,Shop Fabrication,OTH,2024-10-15,2025-06-27
8036,Dispatches,DIS,2025-06-28,2025-09-25
8037,Soot Blowers Valves & Fittings  PG 20 21,OTH,2024-04-18,2025-02-16
8038,Release of MIs,ENG,2024-04-18,2024-07-11
8039,Engineering Documents,ENG,2024-07-12,2024-08-10
8040,Release of Purchase Orders,PRC,2024-07-12,2024-08-20
8041,Receipt,OTH,2024-08-21,2025-02-16
8042,Fuel Firing System  PG 41  42,OTH,2024-04-18,2025-07-05
8043,Release of MIs,ENG,2024-04-18,2024-06-16
8044,Engineering Documents,ENG,2024-06-17,2024-07-26
8045,Release of Purchase Orders,ENG,2024-06-17,2024-08-15
8046,Receipt of material at HPVP,OTH,2024-08-16,2024-11-13
8047,Fabrication,OTH,2024-11-14,2025-06-21
8048,Dispatches,DIS,2025-06-22,2025-07-05
8049,Ducts  PG 48,OTH,2024-06-17,2025-03-17
8050,Release of MIs,ENG,2024-06-17,2024-07-16
8051,Engineering Documents,ENG,2024-07-17,2024-08-15
8052,Release of Purchase Orders,PRC,2024-07-17,2024-09-14
8053,Receipt of material at HPVP,OTH,2024-09-15,2024-11-03
8054,Fabrication,OTH,2024-11-04,2025-03-03
8055,Dispatches,DIS,2025-03-04,2025-03-17
8056,BAP - Damper FD fan outlet (PGMA 57013),SUP,2024-05-19,2025-06-22
8057,Engineering,ENG,2024-05-19,2024-06-17
8058,Manufacturing ,MFG,2024-06-18,2025-02-22
8059,Dispatch,DIS,2025-02-23,2025-06-22
8060,BAP - Aux fan (PG 56),SUP,2024-05-19,2025-06-22
8061,Engineering,ENG,2024-05-19,2024-06-17
8062,Manufacturing ,MFG,2024-06-18,2025-02-22
8063,Dispatch,DIS,2025-02-23,2025-06-22
8064,BAP - CYLINDRICAL Chimney (SELF SUPPORTED)- H-35 M (PG- 87),SUP,2024-05-19,2025-06-22
8065,Engineering,ENG,2024-05-19,2024-06-17
8066,Manufacturing ,MFG,2024-06-18,2025-02-22
8067,Dispatch,DIS,2025-02-23,2025-06-22
8068,Lining & Insulation  PG 33,SUP,2024-07-17,2025-10-19
8069,Release of MIs,ENG,2024-07-17,2024-08-25
8070,Engineering Documents,ENG,2024-07-17,2024-11-13
8071,Release of Purchase Orders,PRC,2024-11-14,2025-01-22
8072,Manufacturing & Dispatch,MFG,2025-04-23,2025-10-19
8073,Electrical and C&I  PG 95  97,OTH,2024-07-17,2025-03-27
8074,Release of MIs,ENG,2024-07-17,2024-08-14
8075,Engineering Documents,ENG,2024-08-15,2024-09-13
8076,Release of Purchase Orders,PRC,2024-08-15,2024-11-12
8077,Manufacturing & Dispatch,MFG,2024-11-13,2025-03-27
8078,Dispatch of piping & valves ,DIS,2024-11-29,2025-05-31
8079,Foundation work ,CIV,2024-10-10,2025-04-27
8080,Erection of pressure parts  drum  ducting ,ERC,2025-04-28,2025-09-24
8081,Erection of Chimney ,ERC,2025-04-28,2025-09-24
8082,Erection of fan  Gate and dampers,ERC,2025-04-28,2025-11-13
8083,Erection of piping valve ,ERC,2025-06-07,2025-09-24
8084,Hydro test ,ERC,2025-09-25,2025-09-27
8085,Insulation and refractory work ,ERC,2025-09-28,2025-10-27
8086,Aux Boiler light up ,COM,2025-10-27,2025-10-27
8087,Chemical cleaning ,ERC,2025-10-28,2025-10-30
8088,Steam blowing of piping up to Aux PRDS ,ERC,2025-10-31,2025-11-14
8089,FGD ,OTH,2022-09-27,2026-05-18
8090,Engineering,ENG,2022-10-27,2024-04-13
8091,Basic Engineering,ENG,2022-10-27,2023-02-23
8092,Detailed Engineering,ENG,2023-02-24,2024-04-13
8093,Gypsum Dewatering building,OTH,2023-11-12,2026-01-20
8094,Engineering &Supply,ENG,2023-11-12,2025-05-29
8095,FOUNDATION MATERIALS,SUP,2024-02-14,2024-05-28
8096,Engineering,ENG,2024-02-14,2024-02-28
8097,Manufacturing,MFG,2024-02-29,2024-04-28
8098,Dispatch,DIS,2024-04-29,2024-05-28
8099,COLUMNS,SUP,2024-07-03,2024-11-14
8100,Engineering,ENG,2024-07-03,2024-08-16
8101,Manufacturing,MFG,2024-08-17,2024-10-15
8102,Dispatch,DIS,2024-10-16,2024-11-14
8103,BEAMS & BRACING,SUP,2024-08-17,2024-12-29
8104,Engineering,ENG,2024-08-17,2024-09-30
8105,Manufacturing,MFG,2024-10-01,2024-11-29
8106,Dispatch,DIS,2024-11-30,2024-12-29
8107,FLOOR & PLATFORMS,SUP,2024-08-17,2025-01-13
8108,Engineering,ENG,2024-08-17,2024-09-30
8109,Manufacturing,MFG,2024-10-01,2024-12-14
8110,Dispatch,DIS,2024-12-15,2025-01-13
8111,WALL BEAMS,SUP,2024-08-17,2024-12-29
8112,Engineering,ENG,2024-08-17,2024-09-30
8113,Manufacturing,MFG,2024-10-01,2024-11-29
8114,Dispatch,DIS,2024-11-30,2024-12-29
8115,STAIRS,SUP,2024-10-01,2025-02-12
8116,Engineering,ENG,2024-10-01,2024-11-14
8117,Manufacturing,MFG,2024-11-15,2025-01-13
8118,Dispatch,DIS,2025-01-14,2025-02-12
8119,MISC STRUCTURES,SUP,2024-10-01,2025-02-12
8120,Engineering,ENG,2024-10-01,2024-11-14
8121,Manufacturing,MFG,2024-11-15,2025-01-13
8122,Dispatch,DIS,2025-01-14,2025-02-12
8123,Equipments (Sub-Assembly),SUP,2024-04-14,2025-02-22
8124,Enquiry & NIT,ENQ,2024-04-14,2024-04-28
8125,Ordering,ORD,2024-04-29,2024-05-28
8126,Detailed Engineering,ENG,2024-05-29,2024-07-27
8127,Dispatch,DIS,2025-01-24,2025-02-22
8128,LIME FEEDING/DOSING SYSTEM,SUP,2023-11-12,2025-05-29
8129,Enquiry & NIT,ENQ,2023-11-12,2023-11-26
8130,Ordering & Engineering,ORD,2023-11-27,2024-06-13
8131,Manufacturing,MFG,2024-06-14,2024-12-10
8132,Dispatch,DIS,2024-12-11,2025-05-29
8133,BOI-PEM-  ELEVATORS,SUP,2024-06-03,2025-05-17
8134,Enquiry & NIT,ENQ,2024-06-03,2024-07-12
8135,Ordering & Engineering,ORD,2024-07-13,2024-09-09
8136,Manufacturing,MFG,2024-09-10,2025-01-07
8137,Dispatch,DIS,2025-04-18,2025-05-17
8138,Civil Works,OTH,2024-04-14,2025-07-07
8139,RFC Superstructure drawing,PE - RFC,2024-06-03,2024-07-02
8140,RFC Civil Building foundation,PE - RFC,2024-04-14,2024-06-12
8141,RFC Civil Equipment foundation,PE - RFC,2024-06-03,2024-07-02
8142,Excavation,CIV,2024-06-13,2024-07-12
8143,RCC,CIV,2024-07-13,2025-07-07
8144,Erection of Structure,ERC,2025-06-08,2025-11-04
8145,FOUNDATION MATERIALSGYPSUM DEWAT,ERC,2025-06-08,2025-07-07
8146,GYPSUM DEWAT COLUMNS,ERC,2025-07-08,2025-09-20
8147,GYPSUM DEWAT BEAMS & BRACING,ERC,2025-07-23,2025-10-20
8148,GYPSUM DEWAT FLOOR & PLATFORMS,ERC,2025-08-07,2025-10-20
8149,GYPSUM DEWAT WALL BEAMS,ERC,2025-07-23,2025-10-05
8150,GYPSUM DEWAT STAIRS,ERC,2025-08-22,2025-11-04
8151,GYPSUM DEWAT MISC STRUCTURES,ERC,2025-08-22,2025-11-04
8152,Erection of Equipment,ERC,2025-05-18,2025-11-21
8153,Gypsum Dewatering Eqpt(Sub-Assembly of FGD),ERC,2025-08-07,2025-11-04
8154,LIME FEEDING/DOSING SYSTEM,ERC,2025-09-21,2025-11-19
8155,ELEVATORS,ERC,2025-05-18,2025-11-21
8156,Commissioning of Equipments,COM,2025-09-06,2026-01-20
8157,Gypsum Dewatering Eqpt/(Sub-Assembly of FGD),OTH,2025-09-06,2026-01-03
8158,LIME FEEDING/DOSING SYSTEM,OTH,2025-09-21,2026-01-18
8159,ELEVATORS,OTH,2025-11-22,2026-01-20
8160,Ball Mill Building and Ball Mills,OTH,2022-09-27,2025-05-07
8161,Engineering &Supply,ENG,2022-09-27,2024-10-29
8162,HYD - Wet Ball Mill,SUP,2022-09-27,2024-10-19
8163,PROCUREMENT,ORD,2022-09-27,2023-12-25
8164,MANUFACTURING,MFG,2023-12-26,2024-06-02
8165,ASSEMBLY & TESTING,MFG,2024-06-03,2024-09-19
8166,Dispatch OF WET BALL MILLING SYSTEM AND ALL ASSOCIATED ITEMS,DIS,2024-09-20,2024-10-19
8167,BPL - Ball Mill Motor,SUP,2022-09-27,2024-10-29
8168,Engineering,ENG,2022-09-27,2023-12-25
8169,Manufacturing,MFG,2023-12-26,2024-07-12
8170,Dispatch,DIS,2024-07-13,2024-10-29
8171,FOUNDATION MATERIALS FOR BALL MILL BLDG,SUP,2023-12-21,2024-04-18
8172,Engineering,ENG,2023-12-21,2024-01-04
8173,Manufacturing,MFG,2024-01-05,2024-03-19
8174,Dispatch,DIS,2024-03-20,2024-04-18
8175, BALL MILL BLDG COLUMNS,SUP,2023-12-21,2024-05-03
8176,Engineering,ENG,2023-12-21,2024-02-03
8177,Manufacturing,MFG,2024-02-04,2024-04-03
8178,Dispatch,DIS,2024-04-04,2024-05-03
8179,BALL MILL BUILDING BEAMS & BRACING,SUP,2024-01-05,2024-05-18
8180,Engineering,ENG,2024-01-05,2024-02-18
8181,Manufacturing,MFG,2024-02-19,2024-04-18
8182,Dispatch,DIS,2024-04-19,2024-05-18
8183,BALL MILL BUILDING FLOOR & PLATFORMS,SUP,2024-01-05,2024-06-02
8184,Engineering,ENG,2024-01-05,2024-03-04
8185,Manufacturing,MFG,2024-03-05,2024-05-03
8186,Dispatch,DIS,2024-05-04,2024-06-02
8187,BALL MILL BUILDING WALL BEAMS,SUP,2024-01-05,2024-05-18
8188,Engineering,ENG,2024-01-05,2024-02-18
8189,Manufacturing,MFG,2024-02-19,2024-04-18
8190,Dispatch,DIS,2024-04-19,2024-05-18
8191,Civil Works,OTH,2023-09-22,2024-05-18
8192, RFC Civil Mill Foundation drawing,PE - RFC,2023-09-22,2023-10-21
8193, RFC Civil Building foundation drawing,PE - RFC,2023-10-22,2023-11-30
8194, RFC Superstructure drawing,PE - RFC,2023-11-11,2023-12-20
8195,Excavation,CIV,2023-10-22,2023-11-20
8196,RCC,CIV,2023-11-21,2024-05-18
8197,Erection,ERC,2024-05-19,2025-04-07
8198,Erection of Structure,ERC,2024-05-19,2024-12-14
8199,Erection of Wet Ball Mill,ERC,2024-10-20,2025-03-18
8200,Erection of Ball Mill Motor,ERC,2025-03-09,2025-04-07
8201,Commissioning,COM,2025-03-09,2025-05-07
8202,Day Silo,OTH,2022-09-27,2025-05-02
8203,Engineering &Supply,ENG,2022-09-27,2024-10-19
8204, FOUNDATION MATERIALS,SUP,2023-10-02,2024-01-29
8205,Engineering,ENG,2023-10-02,2023-10-16
8206,Manufacturing,MFG,2023-10-17,2023-12-30
8207,Dispatch,DIS,2023-12-31,2024-01-29
8208,COLUMNS,SUP,2023-10-02,2024-03-14
8209,Engineering,ENG,2023-10-02,2023-11-15
8210,Manufacturing,MFG,2023-11-16,2024-02-13
8211,Dispatch,DIS,2024-02-14,2024-03-14
8212,BEAMS & BRACING,SUP,2023-11-16,2024-03-29
8213,Engineering,ENG,2023-11-16,2023-12-15
8214,Manufacturing,MFG,2023-12-16,2024-02-28
8215,Dispatch,DIS,2024-02-29,2024-03-29
8216,FLOOR & PLATFORMS,SUP,2023-11-16,2024-04-13
8217,Engineering,ENG,2023-11-16,2023-12-30
8218,Manufacturing,MFG,2023-12-31,2024-03-14
8219,Dispatch,DIS,2024-03-15,2024-04-13
8220,WALL BEAMS,SUP,2023-11-16,2024-03-29
8221,Engineering,ENG,2023-11-16,2023-12-30
8222,Manufacturing,MFG,2023-12-31,2024-02-28
8223,Dispatch,DIS,2024-02-29,2024-03-29
8224,STAIRS,SUP,2023-11-16,2024-04-28
8225,Engineering,ENG,2023-11-16,2023-12-30
8226,Manufacturing,MFG,2023-12-31,2024-03-29
8227,Dispatch,DIS,2024-03-30,2024-04-28
8228,MISC STRUCTURES,SUP,2023-12-16,2024-05-28
8229,Engineering,ENG,2023-12-16,2024-01-29
8230,Manufacturing,MFG,2024-01-30,2024-04-28
8231,Dispatch,DIS,2024-04-29,2024-05-28
8232, HYD- LIMESTONE DAY SILO AND ACCESSORIES,SUP,2022-09-27,2024-10-19
8233,PROCUREMENT,ORD,2022-09-27,2023-12-25
8234,MANUFACTURING,MFG,2023-12-26,2024-06-02
8235,ASSEMBLY& TESTING,MFG,2024-06-03,2024-09-19
8236,Dispatch OF LIME STONE DAY SILO AND ACCESSORIES AND ALL ASSOCIATED ITEMS,DIS,2024-09-20,2024-10-19
8237, Civil Works,OTH,2023-09-02,2024-03-29
8238, RFC Civil foundation,PE - RFC,2023-09-02,2023-10-01
8239, RFC Superstructure drawing,PE - RFC,2023-10-02,2023-10-31
8240, Excavation,CIV,2023-10-02,2023-11-30
8241, RCC,CIV,2023-12-01,2024-03-29
8242,Erection,ERC,2024-03-30,2025-05-02
8243,Erection of Structure,ERC,2024-03-30,2024-08-26
8244,Erection of Silos,ERC,2024-10-20,2025-03-18
8245,Erection of Bag Filter,ERC,2025-03-19,2025-05-02
8246,Erection of Air Cannon,ERC,2025-03-19,2025-05-02
8247,Erection of Bucket Elevator,ERC,2024-08-27,2025-03-14
8248,LHS & GHS System,OTH,2022-11-26,2026-05-18
8249,Ordering & Engineering of LHS & GHS,ENG,2022-11-26,2023-10-21
8250,Enquiry,ENQ,2022-11-26,2022-12-25
8251,Ordering,ORD,2022-12-26,2023-04-24
8252,Detailed Engineering,ENG,2023-04-25,2023-10-21
8253,Limestone Transfer Point-1,OTH,2023-02-24,2025-09-30
8254,Equipment Dispatch,DIS,2024-04-19,2024-05-18
8255,Dispatch,DIS,2024-04-19,2024-05-18
8256,Engineering &Supply of Structure,ENG,2023-02-24,2024-05-18
8257, FOUNDATION MATERIALS LTP1,SUP,2023-10-22,2024-03-04
8258,Engineering,ENG,2023-10-22,2023-11-05
8259,Manufacturing,MFG,2023-11-06,2024-02-03
8260,Dispatch,DIS,2024-02-04,2024-03-04
8261,LTP1 COLUMNS,SUP,2023-10-22,2024-05-18
8262,Engineering,ENG,2023-10-22,2024-01-19
8263,Manufacturing,MFG,2024-01-20,2024-04-18
8264,Dispatch,DIS,2024-04-19,2024-05-18
8265,LTP1 BEAMS & BRACING,SUP,2023-10-22,2024-05-18
8266,Engineering,ENG,2023-10-22,2024-01-19
8267,Manufacturing,MFG,2024-01-20,2024-04-18
8268,Dispatch,DIS,2024-04-19,2024-05-18
8269,LTP1 FLOOR & PLATFORMS,SUP,2023-10-22,2024-05-18
8270,Engineering,ENG,2023-10-22,2024-01-19
8271,Manufacturing,MFG,2024-01-20,2024-04-18
8272,Dispatch,DIS,2024-04-19,2024-05-18
8273, LTP1 WALL BEAMS,SUP,2023-10-22,2024-05-18
8274,Engineering,ENG,2023-10-22,2024-01-19
8275,Manufacturing,MFG,2024-01-20,2024-04-18
8276,Dispatch,DIS,2024-04-19,2024-05-18
8277, LTP1 FASTENERS,SUP,2023-02-24,2023-12-12
8278,Enquiry,ENQ,2023-02-24,2023-03-02
8279,Ordering,ORD,2023-03-03,2023-06-30
8280,Engineering,ENG,2023-07-01,2023-09-28
8281,Dispatch,DIS,2023-11-13,2023-12-12
8282, LTP1 STAIRS & LADDERS,SUP,2023-10-22,2024-05-18
8283,Engineering,ENG,2023-10-22,2024-01-19
8284,Manufacturing,MFG,2024-01-20,2024-04-18
8285,Dispatch,DIS,2024-04-19,2024-05-18
8286,LTP1 MISC STRUCTURES,SUP,2023-10-22,2024-05-18
8287,Engineering,ENG,2023-10-22,2024-01-19
8288,Manufacturing,MFG,2024-01-20,2024-04-18
8289,Dispatch,DIS,2024-04-19,2024-05-18
8290,Civil Works,CIV,2023-02-24,2024-04-03
8291,Engineering: Superstructure & Foundation,CIV,2023-02-24,2023-07-23
8292,Excavation,CIV,2023-07-24,2023-09-06
8293,RCC,CIV,2023-11-06,2024-04-03
8294,Erection,ERC,2024-05-19,2025-09-30
8295,Erection of Structure,ERC,2024-05-19,2025-05-03
8296,Erection of Equipment,ERC,2024-10-16,2025-09-30
8297,ISG- Limestone Truck Tippler ,OTH,2023-02-24,2024-11-14
8298,Equipment Dispatch,DIS,2024-07-18,2024-08-16
8299,Dispatch,DIS,2024-07-18,2024-08-16
8300,Civil Works,OTH,2023-02-24,2024-06-17
8301,Engineering: Foundation,CIV,2023-02-24,2023-04-24
